,0
0,45.056000000000004
1,3.063
2,99.029
3,91.501
4,100.699
5,103.7
6,42.485
7,77.164
8,2.8939999999999997
9,73.911
10,0.0
11,101.654
12,101.30799999999999
13,98.06700000000001
14,14.055
15,19.354
16,0.667
17,0.0
18,0.0
19,98.223
20,0.0
21,85.17299999999999
22,97.53200000000001
23,37.159
24,4.331
25,7.973
26,97.148
27,0.0
28,0.0
29,2.2359999999999998
30,2.064
31,1.535
32,1.996
33,100.287
34,9.746
35,67.512
36,38.184
37,6.819
38,102.36399999999999
39,36.787
40,4.437
41,99.47200000000001
42,78.987
43,0.0
44,100.311
45,100.54899999999999
46,5.947
47,100.089
48,99.09
49,0.0
50,22.215999999999998
51,87.19200000000001
52,3.165
53,85.891
54,102.544
55,90.76100000000001
56,5.385
57,6.184
58,105.992
59,2.167
60,91.206
61,100.93700000000001
62,96.65
63,85.999
64,0.0
65,87.741
66,100.698
67,1.681
68,80.183
69,102.462
70,86.288
71,103.62899999999999
72,1.9069999999999998
73,0.795
74,12.624
75,5.252000000000001
76,11.321
77,9.033999999999999
78,95.36399999999999
79,7.785
80,47.343999999999994
81,38.552
82,96.348
83,5.3
84,87.285
85,44.88
86,0.0
87,11.664000000000001
88,103.26799999999999
89,0.0
90,101.507
91,7.271
92,4.243
93,44.801
94,59.735
95,6.51
96,0.0
97,44.745
98,4.454
99,89.07799999999999
100,79.72
101,10.76
102,52.952
103,2.762
104,9.812000000000001
105,103.405
106,0.997
107,58.168
108,4.38
109,97.427
110,104.052
111,64.221
112,0.0
113,14.845
114,100.889
115,13.774000000000001
116,6.446000000000001
117,76.551
118,51.471000000000004
119,96.963
120,96.544
121,102.322
122,31.84
123,0.0
124,2.005
125,97.334
126,5.696000000000001
127,5.352
128,0.0
129,4.525
130,6.824
131,1.36
132,16.474
133,63.383
134,28.221
135,0.0
136,0.0
137,83.251
138,3.373
139,89.789
140,92.461
141,100.206
142,28.451999999999998
143,0.121
144,104.18799999999999
145,100.14200000000001
146,4.4430000000000005
147,89.713
148,95.396
149,1.485
150,15.638
151,3.2
152,90.435
153,85.53299999999999
154,89.569
155,31.153000000000002
156,100.428
157,15.394
158,30.483
159,20.636
160,51.681000000000004
161,53.281000000000006
162,0.0
163,0.0
164,27.688000000000002
165,40.224000000000004
166,5.682
167,0.0
168,7.83
169,99.537
170,97.17299999999999
171,2.359
172,69.24
173,91.27
174,2.03
175,78.991
176,78.632
177,7.974
178,79.586
179,95.012
180,0.0
181,41.486000000000004
182,14.511
183,0.0
184,0.0
185,91.88
186,0.0
187,0.0
188,8.471
189,0.0
190,95.62200000000001
191,5.631
192,90.14200000000001
193,9.779
194,39.584
195,49.79600000000001
196,94.21600000000001
197,90.412
198,0.0
199,94.48899999999999
200,44.735
201,96.725
202,7.35
203,89.527
204,69.248
205,61.126999999999995
206,38.635999999999996
207,94.98
208,0.0
209,89.04700000000001
210,5.8420000000000005
211,65.642
212,72.016
213,4.415
214,18.042
215,98.682
216,100.322
217,66.55
218,78.28399999999999
219,104.516
220,12.880999999999998
221,109.932
222,1.035
223,81.23899999999999
224,53.95399999999999
225,5.2410000000000005
226,99.242
227,13.592
228,65.605
229,7.221
230,94.27
231,2.8360000000000003
232,7.047999999999999
233,63.265
234,2.37
235,22.758000000000003
236,94.78
237,107.584
238,112.36200000000001
239,5.347
240,34.693000000000005
241,4.334
242,87.986
243,10.044
244,17.393
245,6.511
246,0.0
247,93.56700000000001
248,0.0
249,20.704
250,93.76899999999999
251,101.721
252,0.932
253,87.73100000000001
254,80.418
255,93.07799999999999
256,16.697
257,104.161
258,50.658
259,9.519
260,104.977
261,2.9730000000000003
262,101.19
263,6.656000000000001
264,9.89
265,78.528
266,2.287
267,100.831
268,96.64200000000001
269,13.52
270,68.616
271,31.214000000000002
272,3.122
273,8.238
274,95.59299999999999
275,11.12
276,93.105
277,9.079
278,96.337
279,0.0
280,62.83
281,87.663
282,24.293000000000003
283,3.9339999999999997
284,10.864
285,93.524
286,103.92200000000001
287,104.655
288,101.34200000000001
289,103.387
290,0.946
291,1.043
292,65.889
293,3.96
294,90.546
295,75.46600000000001
296,2.633
297,88.042
298,47.787
299,92.655
300,103.306
301,0.0
302,0.0
303,98.272
304,94.867
305,65.596
306,97.803
307,2.439
308,94.85
309,7.559
310,108.485
311,99.46
312,10.262
313,82.147
314,1.208
315,18.035999999999998
316,100.485
317,6.983
318,6.853
319,40.519
320,30.340999999999998
321,0.0
322,4.156000000000001
323,3.51
324,9.911
325,101.12
326,100.55799999999999
327,78.499
328,101.212
329,94.071
330,0.0
331,4.5969999999999995
332,67.26899999999999
333,97.523
334,14.16
335,2.478
336,91.27
337,97.256
338,106.208
339,91.80799999999999
340,26.427
341,47.282
342,108.167
343,4.292
344,0.0
345,62.315
346,4.595
347,94.925
348,2.085
349,11.749
350,94.09299999999999
351,95.869
352,9.42
353,93.694
354,0.0
355,13.657
356,78.994
357,92.61
358,10.444
359,102.64399999999999
360,0.0
361,0.82
362,72.135
363,43.45399999999999
364,67.263
365,24.941999999999997
366,5.553
367,91.49
368,16.139
369,54.07899999999999
370,96.59200000000001
371,13.784
372,5.539
373,0.0
374,13.113
